id,title_ru,title_original,year,rating_kp,rating_imdb,poster_url,description,film_length,countries,genres,actors,directors,budget,premiere_world,age_rating,link
377,Семь,Se7en,1995,8.3,8.6,https://kinopoiskapiunofficial.tech/images/posters/kp/377.jpg,"Детектив Уильям Сомерсет — ветеран уголовного розыска, мечтающий уйти на пенсию и уехать подальше от города и его грешных обитателей. За семь дней до пенсии на Сомерсета сваливаются две неприятности: молодой напарник Миллс и особо изощренное убийство. Острый ум опытного следователя сразу определяет, что за этим преступлением, скорее всего, последуют другие.",127 мин,США,"триллер, драма, криминал, детектив","Брэд Питт, Морган Фриман, Гвинет Пэлтроу, Кевин Спейси, Р. Ли Эрми",Дэвид Финчер,,,18+,https://www.kinopoisk.ru/film/377/
63912,Укрощение строптивого,Il bisbetico domato,1980,8.4,7.6,https://kinopoiskapiunofficial.tech/images/posters/kp/63912.jpg,Категорически не приемлющий женского общества грубоватый фермер вполне счастлив и доволен своей холостяцкой жизнью. Но неожиданно появившаяся в его жизни женщина пытается изменить его взгляды на жизнь и очаровать его.,107 мин,Италия,"мелодрама, комедия","Адриано Челентано, Орнелла Мути, Эдит Питерс, Пиппо Сантонастасо, Милли Карлуччи","Франко Кастеллано, Джузеппе Мочча",,,18+,https://www.kinopoisk.ru/film/63912/
4374,Пираты Карибского моря: Проклятие Черной жемчужины,Pirates of the Caribbean: The Curse of the Black Pearl,2003,8.4,8.1,https://kinopoiskapiunofficial.tech/images/posters/kp/4374.jpg,"Жизнь харизматичного авантюриста, капитана Джека Воробья, полная увлекательных приключений, резко меняется, когда его заклятый враг капитан Барбосса похищает корабль Джека Черную Жемчужину, а затем нападает на Порт Ройал и крадет прекрасную дочь губернатора Элизабет Свонн.

Друг детства Элизабет Уилл Тернер вместе с Джеком возглавляет спасательную экспедицию на самом быстром корабле Британии, чтобы вызволить девушку и заодно отобрать у злодея Черную Жемчужину. Вслед за этой парочкой отправляется амбициозный коммодор Норрингтон, который к тому же числится женихом Элизабет.

Однако Уилл не знает, что над Барбоссой висит вечное проклятие, при лунном свете превращающее его с командой в живых скелетов. Проклятье будет снято лишь тогда, когда украденное золото Ацтеков будет возвращено пиратами на старое место.",143 мин,США,"приключения, боевик, фэнтези","Джонни Депп, Джеффри Раш, Орландо Блум, Кира Найтли, Джек Девенпорт",Гор Вербински,,,12+,https://www.kinopoisk.ru/film/4374/
81733,Гордость и предубеждение,Pride & Prejudice,2005,8.2,7.8,https://kinopoiskapiunofficial.tech/images/posters/kp/81733.jpg,"Англия, конец XVIII века. Родители пятерых сестер Беннет озабочены тем, чтобы удачно выдать дочерей замуж. И потому размеренная жизнь солидного семейства переворачивается вверх дном, когда по соседству появляется молодой джентльмен - мистер Бингли... 

Само собой, среди друзей нового соседа оказывается немало утонченных аристократов, которые не прочь поухаживать за очаровательными сестрами. Однако, все не так просто. Своевольная Элизабет знакомится с другом Бингли - красивым и высокомерным мистером Дарси, и между ними разгорается нешуточное противостояние, результатом которого может стать как любовь, так и ненависть...",129 мин,"США, Франция, Великобритания","драма, мелодрама","Кира Найтли, Мэттью Макфэдиен, Розамунд Пайк, Саймон Вудс, Дональд Сазерленд",Джо Райт,,,12+,https://www.kinopoisk.ru/film/81733/
1188529,Достать ножи,Knives Out,2019,8.2,7.9,https://kinopoiskapiunofficial.tech/images/posters/kp/1188529.jpg,"На следующее утро после празднования 85-летия известного автора криминальных романов Харлана Тромби виновника торжества находят мёртвым. Налицо — явное самоубийство, но полиция по протоколу опрашивает всех присутствующих в особняке членов семьи, хотя, в этом деле больше заинтересован частный детектив Бенуа Блан. Тем же утром он получил конверт с наличными от неизвестного и заказ на расследование смерти Харлана. Не нужно быть опытным следователем, чтобы понять, что все приукрашивают свои отношения с почившим главой семейства, но Блану достаётся настоящий подарок — медсестра покойного, которая физически не выносит ложь.",130 мин,США,"драма, криминал, детектив, комедия","Дэниэл Крэйг, Ана де Армас, Крис Эванс, Джейми Ли Кёртис, Майкл Шеннон",Райан Джонсон,,,18+,https://www.kinopoisk.ru/film/1188529/
965754,Дело храбрых,Only the Brave,2017,8.3,7.6,https://kinopoiskapiunofficial.tech/images/posters/kp/965754.jpg,"История о команде пожарных под названием Granite Mountain Hotshots, столкнувшихся в Аризоне с одним из самых смертоносных пожаров в истории.",134 мин,США,"триллер, драма, биография, история","Джош Бролин, Майлз Теллер, Джефф Бриджес, Дженнифер Коннелли, Джеймс Бэдж Дейл",Джозеф Косински,,,18+,https://www.kinopoisk.ru/film/965754/
9691,Бесславные ублюдки,Inglourious Basterds,2009,8.0,8.4,https://kinopoiskapiunofficial.tech/images/posters/kp/9691.jpg,"Вторая мировая война. В оккупированной немцами Франции группа американских солдат-евреев наводит страх на нацистов, жестоко убивая и скальпируя солдат.",153 мин,"США, Германия","драма, боевик, комедия, военный","Брэд Питт, Кристоф Вальц, Мелани Лоран, Даниэль Брюль, Дайан Крюгер",Квентин Тарантино,,,18+,https://www.kinopoisk.ru/film/9691/
77263,Приключения Шерлока Холмса и доктора Ватсона: Собака Баскервилей,,1981,8.6,8.5,https://kinopoiskapiunofficial.tech/images/posters/kp/77263.jpg,"Труп Чарльза Баскервиля обнаруживают неподалеку от его родового поместья. Выражение нечеловеческого ужаса на лице покойника и следы крупной собаки поблизости заставляют вспомнить старинную легенду о проклятии, тяготеющем над родом Баскервилей. Шерлоку Холмсу предстоит докопаться до истины.",154 мин,СССР,"криминал, детектив","Василий Ливанов, Виталий Соломин, Никита Михалков, Олег Янковский, Ирина Купченко",Игорь Масленников,,,6+,https://www.kinopoisk.ru/film/77263/
160977,Апокалипсис,Apocalypto,2006,8.0,7.8,https://kinopoiskapiunofficial.tech/images/posters/kp/160977.jpg,"1517 год. Полуостров Юкатан. В один день рушится мир индейца по имени Лапа Ягуара. Его деревню захватывает соседнее племя, уничтожая хижины, забирая местных жителей в плен. Его ведут в город, чтобы принести в жертву богам. Перед лицом неминуемой смерти Лапа Ягуара должен побороть свои самые сильные страхи и совершить отчаянный рывок, чтобы спасти то, что ему дорого.",139 мин,"США, Мексика","триллер, драма, приключения, боевик","Руди Янгблад, Далия Эрнандес, Джонатан Брюэр, Моррис Бердйеллоухэд, Карлос Эмилио Баэс",Мэл Гибсон,,,18+,https://www.kinopoisk.ru/film/160977/
8124,Один дома,Home Alone,1990,8.3,7.7,https://kinopoiskapiunofficial.tech/images/posters/kp/8124.jpg,"Американское семейство отправляется из Чикаго в Европу, но в спешке сборов бестолковые родители забывают дома... одного из своих детей. Юное создание, однако, не теряется и демонстрирует чудеса изобретательности. И когда в дом залезают грабители, им приходится не раз пожалеть о встрече с милым крошкой.",103 мин,США,"комедия, семейный","Маколей Калкин, Джо Пеши, Дэниел Стерн, Кэтрин О’Хара, Джон Хёрд",Крис Коламбус,,,0+,https://www.kinopoisk.ru/film/8124/
406408,Законопослушный гражданин,Law Abiding Citizen,2009,8.0,7.4,https://kinopoiskapiunofficial.tech/images/posters/kp/406408.jpg,"Семью Клайда Шелтона убивают двое грабителей. Однако они не получают по заслугам — прокурор идет на сделку с преступниками. Тогда Клайд решает по-своему отомстить убийцам, а также представителям власти и юстиции США.",108 мин,США,"триллер, драма, криминал, боевик","Джейми Фокс, Джерард Батлер, Колм Мини, Брюс Макгилл, Лесли Бибб",Ф. Гэри Грей,,,18+,https://www.kinopoisk.ru/film/406408/
864138,Лев,Lion,2016,8.2,8.0,https://kinopoiskapiunofficial.tech/images/posters/kp/864138.jpg,"Сару, мальчик из трущоб, потерялся в возрасте пяти лет. История об удивительных поворотах его судьбы и поисках семьи.",118 мин,"США, Великобритания, Индия, Австралия","драма, биография","Дев Патель, Николь Кидман, Руни Мара, Дэвид Уэнэм, Санни Павар",Гарт Дэвис,,,18+,https://www.kinopoisk.ru/film/864138/
42571,Иди и смотри,,1985,8.3,8.3,https://kinopoiskapiunofficial.tech/images/posters/kp/42571.jpg,"1943 год, Великая Отечественная война. Подросток Флёра, откопав карабин среди обрывков колючей проволоки, ржавых пулемётных лент и простреленных касок, отправляется в лес к партизанам.",136 мин,СССР,"драма, военный, история","Алексей Кравченко, Ольга Миронова, Любомирас Лауцявичюс, Владас Багдонас, Юри Лумисте",Элем Климов,,,18+,https://www.kinopoisk.ru/film/42571/
77269,Шерлок Холмс и доктор Ватсон: Знакомство,,1979,8.6,8.5,https://kinopoiskapiunofficial.tech/images/posters/kp/77269.jpg,"Молодой доктор по фамилии Ватсон возвратился из Афганистана в родной туманный Лондон. Ему нужно недорогое жилье. И вот, по совету друга, он поселяется в маленьком домике на Бейкер-стрит. Его хозяйка - милая чудаковатая старушка миссис Хадсон. Также там имеется сосед - некий мистер Шерлок Холмс. Это непонятная и таинственная личность - к нему в гости приходят оборванцы и бандиты, а иногда полицейские и лорды. Кто же он? Доктор в растерянности...",68 мин,СССР,"криминал, детектив","Василий Ливанов, Виталий Соломин, Рина Зелёная, Мария Соломина, Геннадий Богачёв",Игорь Масленников,,,12+,https://www.kinopoisk.ru/film/77269/
906042,Приключения Паддингтона 2,Paddington 2,2017,8.2,7.8,https://kinopoiskapiunofficial.tech/images/posters/kp/906042.jpg,"В антикварном магазине Лондона обаятельный и хорошо воспитанный медведь Паддингтон находит уникальную старинную книгу. Пока он изо всех своих медвежьих сил старается накопить на неё, редчайшее издание внезапно похищают. Паддингтон оказывается втянут в аферу века, затеянную знаменитым, но вышедшим в тираж актером, который ныне рекламирует собачьи консервы, а свой талант к перевоплощению использует в охоте за сокровищами.",103 мин,"Франция, Великобритания","фэнтези, комедия, семейный","Бен Уишоу, Хью Бонневилль, Салли Хокинс, Хью Грант, Мадлен Харрис",Пол Кинг,,,18+,https://www.kinopoisk.ru/film/906042/
819101,Омерзительная восьмерка,The Hateful Eight,2015,8.0,7.8,https://kinopoiskapiunofficial.tech/images/posters/kp/819101.jpg,"США после Гражданской войны. Легендарный охотник за головами Джон Рут по кличке Вешатель конвоирует заключенную. По пути к ним прибиваются еще несколько путешественников. Снежная буря вынуждает компанию искать укрытие в лавке на отшибе, где уже расположилось весьма пёстрое общество: генерал конфедератов, мексиканец, ковбой… И один из них — не тот, за кого себя выдает.",168 мин,США,"триллер, драма, криминал, детектив, вестерн","Курт Рассел, Сэмюэл Л. Джексон, Дженнифер Джейсон Ли, Уолтон Гоггинс, Тим Рот",Квентин Тарантино,,,18+,https://www.kinopoisk.ru/film/819101/
86326,Счастливое число Слевина,Lucky Number Slevin,2005,8.1,7.7,https://kinopoiskapiunofficial.tech/images/posters/kp/86326.jpg,"Слевину не везет — дом опечатан, девушка ушла к другому. Его друг Ник уезжает из Нью-Йорка и предлагает Слевину пожить в пустой квартире. Тем временем, крупный криминальный авторитет по прозвищу Босс хочет рассчитаться со своим бывшим партнером за убийство сына и в отместку заказать его наследника.",110 мин,"США, Великобритания, Германия, Канада","триллер, драма, криминал","Джош Хартнетт, Люси Лью, Брюс Уиллис, Стэнли Туччи, Бен Кингсли",Пол Макгиган,,,18+,https://www.kinopoisk.ru/film/86326/
4541,Шоу Трумана,The Truman Show,1998,8.3,8.2,https://kinopoiskapiunofficial.tech/images/posters/kp/4541.jpg,"Представьте себе, что вы вдруг начинаете понимать, что все вокруг вас — декорации, а люди — актеры, притворяющиеся теми, кем они вам кажутся. Весь ваш мир оказывается большим телесериалом, где вы исполняете главную роль, даже не подозревая об этом. Вся ваша жизнь — результат работы автора телешоу, которое вот уже тридцать лет смотрит вся планета, начиная с момента вашего рождения.
 В такой ситуации оказался Труман, главный герой картины. Будет ли он продолжать жить в безопасном мире, где, как он теперь знает, у него практически нет свободы выбора, или все-таки выйдет из «игры» и станет сам хозяином своей судьбы, в которой его ждет не запланированная сценарием девушка?",103 мин,США,"драма, комедия","Джим Керри, Лора Линни, Ноа Эммерих, Наташа Макэлхоун, Эд Харрис",Питер Уир,,,18+,https://www.kinopoisk.ru/film/4541/
425400,Пожары,Incendies,2010,8.1,8.3,https://kinopoiskapiunofficial.tech/images/posters/kp/425400.jpg,"Когда брат и сестра Марван ознакомились с завещанием матери, их удивлению не было предела. Её последней волей было разыскать отца, которого близнецы считали умершим, и брата, о существовании которого они даже не подозревали. Жанна и Симон узнают, что мать тщательно скрывала от них многие обстоятельства своей трагической судьбы.",131 мин,"Франция, Канада","драма, детектив, военный","Лубна Азабаль, Мелисса Дезормо-Полен, Максим Годетт, Реми Жирар, Аллен Олтмэн",Дени Вильнёв,,,18+,https://www.kinopoisk.ru/film/425400/
6402838,Атака Титанов: Последняя атака,Shingeki no Kyojin Movie: Kanketsu-hen - The Last Attack,2024,8.9,9.2,https://kinopoiskapiunofficial.tech/images/posters/kp/6402838.jpg,"После катастрофических действий Эрена его друзья и бывшие враги объединяются против него. Армин, Микаса и оставшиеся в живых солдаты разведкорпуса формируют временный союз с Райнером Брауном и остатками марлийской армии. Противостояние людей и титанов достигает апогея.",145 мин,Япония,"драма, фантастика, боевик, фэнтези, мультфильм, аниме","Юки Кадзи, Юи Исикава, Марина Иноуэ, Такэхито Коясу, Ёсимаса Хосоя","Дзюн Сисидо, Юитиро Хаяси, Рёта Аикэи, Токио Игараси",,,18+,https://www.kinopoisk.ru/film/6402838/
1043758,Паразиты,Gisaengchung,2019,8.0,8.5,https://kinopoiskapiunofficial.tech/images/posters/kp/1043758.jpg,"Обычное корейское семейство Кимов жизнь не балует. Приходится жить в сыром грязном полуподвале, воровать интернет у соседей и перебиваться случайными подработками. Однажды друг сына семейства, уезжая на стажировку за границу, предлагает тому заменить его и поработать репетитором у старшеклассницы в богатой семье Пак. Подделав диплом о высшем образовании, парень отправляется в шикарный дизайнерский особняк и производит на хозяйку дома хорошее впечатление. Тут же ему в голову приходит необычный план по трудоустройству сестры.",131 мин,Корея Южная,"триллер, драма, комедия","Сон Кан-хо, Ли Сон-гюн, Чо Ё-джон, Чхве У-щик, Пак Со-дам",Пон Джун-хо,,,18+,https://www.kinopoisk.ru/film/1043758/
462606,Области тьмы,Limitless,2011,8.0,7.4,https://kinopoiskapiunofficial.tech/images/posters/kp/462606.jpg,"Нью-йоркский писатель Эдди, желая преодолеть чёрную полосу в жизни, принимает засекреченный препарат под названием NZT. Таблетка выводит мозг парня на работу в нереальной мощности. Этот творческий наркотик меняет всю жизнь Эдди, за короткий срок он зарабатывает кучу денег, но скоро начинает страдать от зловещих побочных эффектов препарата. А когда пытается найти других NZT-гениев, чтобы понять, как можно справиться с этим пристрастием, он узнает страшную правду…",105 мин,США,"триллер, драма, фантастика","Брэдли Купер, Роберт Де Ниро, Эбби Корниш, Эндрю Ховард, Анна Фрил",Нил Бёргер,,,18+,https://www.kinopoisk.ru/film/462606/
81512,Самый быстрый Indian,The World's Fastest Indian,2005,8.1,7.8,https://kinopoiskapiunofficial.tech/images/posters/kp/81512.jpg,"История жизни знаменитого новозеландца Берта Монро, который потратил десятилетия жизни на переоснащение своего любимого мотоцикла марки «Индиан» 1920 года выпуска с максимальной скоростью в 58 миль/ч в гоночный болид для установления рекорда скорости.",127 мин,"США, Япония, Новая Зеландия","драма, биография, спорт","Энтони Хопкинс, Аарон Мерфи, Крис Уильямс, Дайан Лэдд, Кристофер Лоуфорд",Роджер Дональдсон,,,18+,https://www.kinopoisk.ru/film/81512/
367,Реквием по мечте,Requiem for a Dream,2000,8.0,8.3,https://kinopoiskapiunofficial.tech/images/posters/kp/367.jpg,"Каждый стремится к своей заветной мечте. Сара Голдфарб мечтала сняться в известном телешоу, ее сын Гарольд с другом Тайроном — сказочно разбогатеть, подруга Гарольда Мэрион грезила о собственном модном магазине, но на их пути были всевозможные препятствия. Все они выбирают неочевидные пути достижения своих целей, и мечты по-прежнему остаются недостижимыми, а жизни героев рушатся безвозвратно.",102 мин,США,драма,"Джаред Лето, Марлон Уайанс, Дженнифер Коннелли, Эллен Бёрстин, Кристофер Макдональд",Даррен Аронофски,,,18+,https://www.kinopoisk.ru/film/367/
723,Планета Ка-Пэкс,K-PAX,2001,8.1,7.4,https://kinopoiskapiunofficial.tech/images/posters/kp/723.jpg,"В Манхэттенский психиатрический институт привозят странного человека в черных очках. Он зовет себя Протом и утверждает, что его родина — далекая планета Ка-Пэкс, откуда он мгновенно перенесся на Землю в луче света. Несмотря на все усилия, опытному доктору Пауэллу не удается разгадать загадку таинственного пациента, который охотно и весьма убедительно доказывает всем свое внеземное происхождение и заранее назначает дату своего возвращения на Ка-Пэкс.",120 мин,"США, Германия","драма, детектив, фантастика","Кевин Спейси, Джефф Бриджес, Мэри МакКормак, Элфри Вудард, Дэвид Патрик Келли",Иэн Софтли,,,12+,https://www.kinopoisk.ru/film/723/
44386,Джентльмены удачи,,1971,8.6,8.3,https://kinopoiskapiunofficial.tech/images/posters/kp/44386.jpg,"Заведующему детсадом Трошкину фатально не повезло: он оказался как две капли воды похож на бандита по кличке «Доцент», похитившего уникальный шлем Александра Македонского.

Милиция внедряет добряка Трошкина в воровскую среду - и ему ничего не остается, кроме как старательно изображать своего двойника-злодея, путая всех окружающих. Со временем он настолько блестяще входит в роль, что сам начинает порой приходить в ужас. Между тем, жизни его угрожает смертельная опасность...",84 мин,СССР,"драма, криминал, детектив, комедия","Евгений Леонов, Георгий Вицин, Раднэр Муратов, Савелий Крамаров, Наталья Фатеева",Александр Серый,,,6+,https://www.kinopoisk.ru/film/44386/
606646,12 лет рабства,12 Years a Slave,2013,7.9,8.1,https://kinopoiskapiunofficial.tech/images/posters/kp/606646.jpg,"США после Гражданской войны. Семьянин Соломон Нортап живёт и работает в штате Нью-Йорк, когда однажды ему предлагают привлекательную работу в Вашингтоне. По прибытии Соломона похищают, и он становится рабом на долгие 12 лет.",133 мин,"США, Великобритания","драма, биография, история","Чиветель Эджиофор, Майкл Фассбендер, Лупита Нионго, Сара Полсон, Бенедикт Камбербэтч",Стив МакКуин,,,18+,https://www.kinopoisk.ru/film/606646/
1228407,Крик тишины,,2019,8.5,6.6,https://kinopoiskapiunofficial.tech/images/posters/kp/1228407.jpg,"Блокадный Ленинград, февраль 1942 года. Заканчивается самая страшная блокадная зима. Зина Воронова совсем отчаялась. Ее трёхлетний сын Митя ослабел, а карточки на хлеб уже отоварены на два дня вперед. Последняя надежда — эвакуация. Но с маленькими детьми не берут. Тогда женщина идет на чудовищный шаг — эвакуируется, оставив сына одного в промерзшей квартире. Во время налета мальчика спасает девочка-подросток Катя. Девочка выдает Митю за своего брата и обещает себе сделать все, чтобы Митя выжил. Несмотря ни на что.",97 мин,Россия,"драма, военный, история","Алина Саргина, Лев Гиршов, Артём Быстров, Светлана Смирнова-Марцинкевич, Владимир Меньшов",Владимир Потапов,,,6+,https://www.kinopoisk.ru/film/1228407/
681849,Лучшее предложение,La migliore offerta,2012,8.0,7.8,https://kinopoiskapiunofficial.tech/images/posters/kp/681849.jpg,"Вергилий Олдман — управляющий директор ведущего аукционного дома. Время от времени со своим партнёром Билли на глазах у всего мира он проворачивает хитроумные аферы, ловко манипулируя и вводя в заблуждение как продавцов, так и покупателей. В секретном зале своей виллы он собрал сотни бесценных картин из разных эпох.

Однажды таинственная женщина, скрывающая свою личность, просит его продать антиквариат её семьи. Среди многочисленных произведений искусства раз за разом Олдман обнаруживает частицы давно утерянного механизма. В своё время поговаривали, что для того, чтобы его оживить, создатели прибегали к помощи высших сил… Складывая, как пазл, найденные детали, вместе со своим гениальным другом Робертом они пытаются разгадать этот секрет. Но Олдман заинтересован не только предметами старины…",131 мин,Италия,"триллер, драма, криминал","Джеффри Раш, Джим Стёрджесс, Сильвия Хукс, Дональд Сазерленд, Филип Джексон",Джузеппе Торнаторе,,,18+,https://www.kinopoisk.ru/film/681849/
4384109,Белая птица: Новое чудо,White Bird,2023,8.4,7.3,https://kinopoiskapiunofficial.tech/images/posters/kp/4384109.jpg,"Джулиана Олбанса исключили из школы за жестокое обращение с Огги Пуллманом. К Джулиану приезжает бабушка, которая делится с внуком историей ее юности в оккупированной нацистами Франции. Тогда ее жизнь спасли только доброта и мужество почти незнакомого ей юноши, которого также донимали в школе одноклассники.",121 мин,США,"драма, биография, военный, семейный","Ариэлла Глейзер, Орландо Швердт, Брайс Гейзар, Джиллиан Андерсон, Хелен Миррен",Марк Форстер,,,18+,https://www.kinopoisk.ru/film/4384109/
81041,Алеша Попович и Тугарин Змей,,2004,7.9,7.1,https://kinopoiskapiunofficial.tech/images/posters/kp/81041.jpg,"Когда подступила к Ростову вражеская орда во главе с Тугариным Змеем, Алеша Попович не сумел уберечь жителей от выплаты дани. Теперь богатырь должен восстановить доброе имя, вернуть золото и прогнать неприятеля с земли русской. Он отправляется в путешествие, а помогут ему в этом дядька Тихон, девушка Любава, ее бабушка и говорящий конь Юлий.",79 мин,Россия,"мелодрама, приключения, фэнтези, комедия, мультфильм, семейный, мюзикл","Олег Куликович, Дмитрий Высоцкий, Анатолий Петров, Сергей Маковецкий, Елена Шульман",Константин Бронзит,,,12+,https://www.kinopoisk.ru/film/81041/
42770,Они сражались за Родину,,1975,8.5,7.7,https://kinopoiskapiunofficial.tech/images/posters/kp/42770.jpg,"Июль 1942 года. На подступах к Сталинграду обескровленные, измотанные советские войска ведут тяжелые оборонительные бои, неся огромные потери... Фильм рассказывает о подвиге рядовых солдат, любви к родной земле, об истинной цене победы...",160 мин,СССР,"драма, военный","Василий Шукшин, Вячеслав Тихонов, Сергей Бондарчук, Георгий Бурков, Юрий Никулин",Сергей Бондарчук,,,0+,https://www.kinopoisk.ru/film/42770/
7226,Догвилль,Dogville,2003,8.0,8.0,https://kinopoiskapiunofficial.tech/images/posters/kp/7226.jpg,"Юная Грейс, сбежав от банды гангстеров, находит спасение в маленьком городке Догвилль где-то в Скалистых горах. Местные жители – один прекраснее другого – готовы ее укрыть. А взамен им совсем ничего не надо, ну, разве что помочь по дому или присмотреть за детьми. Но постепенно милый Догвилль превращается для девушки в тюрьму.",178 мин,"Франция, Великобритания, Швеция, Германия, Италия, Дания, Норвегия, Нидерланды, Финляндия","триллер, драма, детектив","Николь Кидман, Пол Беттани, Харриет Андерссон, Патриша Кларксон, Бен Газзара",Ларс фон Триер,,,18+,https://www.kinopoisk.ru/film/7226/
5273,Шрэк 2,Shrek 2,2004,7.9,7.4,https://kinopoiskapiunofficial.tech/images/posters/kp/5273.jpg,"Шрэк и Фиона возвращаются после медового месяца и находят письмо от родителей Фионы с приглашением на ужин. Однако те не подозревают, что их дочь тоже стала огром! Вместе с Осликом счастливая пара отправляется в путешествие, полное неожиданностей, и попадает в круговорот событий, во время которых приобретает множество друзей…",93 мин,США,"мелодрама, приключения, фэнтези, комедия, мультфильм, семейный","Майк Майерс, Эдди Мерфи, Кэмерон Диас, Джули Эндрюс, Антонио Бандерас","Эндрю Адамсон, Келли Эсбёри, Конрад Вернон",,,18+,https://www.kinopoisk.ru/film/5273/
645276,Лекарь: Ученик Авиценны,The Physician,2013,8.1,7.2,https://kinopoiskapiunofficial.tech/images/posters/kp/645276.jpg,"Англия, XI век. Мать десятилетнего Роба Коула умирает в страшных мучениях: никто не знает ни природы её болезни, ни лекарства против неё. Маленький Роб, потрясенный до глубины души, во что бы то ни стало стремится разгадать эту тайну.
 Ему суждено пройти долгий путь, от Англии до Персии, его учителями становятся сначала обыкновенный шарлатан Барбер, а потом - великий лекарь Авиценна. Мудрый учитель видит в Робе необыкновенный талант к медицине, но советует ему не спешить делать вещи, которые не соответствуют веку. Но Роб ни перед чем не останавливается в своем желании научиться спасать людей от смерти, и над его собственной жизнью нависает угроза, ведь он дважды пошел против предрассудков: использовал для научных исследований тело человека и полюбил женщину, отданную в жены другому.",155 мин,Германия,"драма, приключения, история","Том Пэйн, Бен Кингсли, Эмма Ригби, Стеллан Скарсгард, Оливье Мартинес",Филипп Штёльцль,,,18+,https://www.kinopoisk.ru/film/645276/
51481,Хористы,Les Choristes,2004,8.3,7.8,https://kinopoiskapiunofficial.tech/images/posters/kp/51481.jpg,"Франция, 1949 год. Отчаявшись найти работу, учитель музыки Клемент Матье попадает в интернат для трудных подростков. Там он видит, к каким жестоким «воспитательным мерам» прибегает ректор этого заведения Рашан. Чем больше издевается Рашан над мальчиками, тем агрессивнее они становятся.

Добродушного по натуре Матье возмущают эти методы, но он не в состоянии открыто протестовать. Но однажды ему, автору многочисленных музыкальных произведений, которые он скромно прячет в своей комнате, приходит в голову замечательная идея: организовать школьный хор.",95 мин,"Швейцария, Франция, Германия","драма, музыка","Жерар Жюньо, Франсуа Берлеан, Кад Мерад, Жан-Поль Боннер, Мари Бюнель",Кристоф Барратье,,,16+,https://www.kinopoisk.ru/film/51481/
46789,12 стульев,,1971,8.3,8.2,https://kinopoiskapiunofficial.tech/images/posters/kp/46789.jpg,"Во время революции и последовавшего за ней краткого периода военного коммунизма многие прятали свои ценности как можно надежнее. И вот Ипполит Матвеевич Воробьянинов, бывший Старгородский предводитель дворянства и светский лев, а ныне - скромный делопроизводитель ЗАГСа, узнает от умирающей тещи, что некогда она спрятала свои бриллианты и жемчуга в общей сложности на 150 000 золотых рублей под обивку одного из двенадцати стульев гостиного гарнитура работы известного мастера Гамбса.

Бросив все, Воробьянинов бросается на поиски стульев, в чем ему, конечно же, небескорыстно, берется помочь молодой авантюрист, «великий комбинатор» Остап Бендер. Найти следы разрозненного гарнитура непросто. Не облегчает положения и то, что перед смертью теща Воробьянинова открыла тайну сокровищ и своему исповеднику, отцу Федору, всю жизнь мечтавшему о собственном свечном заводике в Самаре...",153 мин,СССР,"криминал, приключения, комедия","Арчил Гомиашвили, Сергей Филиппов, Михаил Пуговкин, Наталья Крачковская, Наталья Воробьёва",Леонид Гайдай,,,6+,https://www.kinopoisk.ru/film/46789/
41431,Война,,2002,8.1,7.5,https://kinopoiskapiunofficial.tech/images/posters/kp/41431.jpg,"Аслан Гугаев, командир отряда чеченских боевиков, отпускает троих пленников: двух русских солдат, сержанта Ивана Ермакова и рядового Кулика — потому что они не контрактники, а призывники, и англичанина Джона Бойла — потому что он должен собрать два миллиона фунтов стерлингов и привезти деньги Гугаеву в качестве выкупа за свою невесту Маргарет. Маргарет остается у Аслана. Так же, как и капитан российской армии Медведев...

За отведенные ему два месяца Джон не находит нужную сумму и не находит поддержки у британских властей, зато, вернувшись в Россию, находит Ваню Ермакова, живущего в Тобольске. Джон и Ваня опять едут в Чечню. Чтобы освободить английскую девушку Маргарет и русского капитана Медведева...",120 мин,Россия,"драма, боевик, военный, история","Алексей Чадов, Иэн Келли, Ингеборга Дапкунайте, Сергей Бодров мл., Эвклид Кюрдзидис",Алексей Балабанов,,,18+,https://www.kinopoisk.ru/film/41431/
